"ref_area.label","indicator.label","source.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Hombres","Educación (Niveles agregados): Nivel desconocido","2017",6.583,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Mujeres","Educación (Niveles agregados): Total","2017",26.41,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Mujeres","Educación (Niveles agregados): Menos que básico","2017",0.691,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Mujeres","Educación (Niveles agregados): Básico","2017",2.609,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Mujeres","Educación (Niveles agregados): Intermedio","2017",5.619,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Mujeres","Educación (Niveles agregados): Avanzado","2017",11.67,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Mujeres","Educación (Niveles agregados): Nivel desconocido","2017",5.821,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Hombres","Educación (Niveles agregados): Total","2016",29.25,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Hombres","Educación (Niveles agregados): Menos que básico","2016",0.492,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Hombres","Educación (Niveles agregados): Básico","2016",2.615,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Hombres","Educación (Niveles agregados): Intermedio","2016",5.71,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Hombres","Educación (Niveles agregados): Avanzado","2016",15.861,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Hombres","Educación (Niveles agregados): Nivel desconocido","2016",4.572,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Mujeres","Educación (Niveles agregados): Total","2016",22.879,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Mujeres","Educación (Niveles agregados): Menos que básico","2016",0.402,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Mujeres","Educación (Niveles agregados): Básico","2016",2.315,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Mujeres","Educación (Niveles agregados): Intermedio","2016",4.966,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Mujeres","Educación (Niveles agregados): Avanzado","2016",11.264,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Mujeres","Educación (Niveles agregados): Nivel desconocido","2016",3.932,,,
"Malta","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta de la Fuerza de Trabajo","Sexo: Hombres","Educación (Niveles agregados): Total","2020",48.156,,,"Cobertura de la población: Excluye a la población institucional | Definición de población residente: Vive o tiene la intención de vivir en el país durante 12 meses o más"
"Malta","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta de la Fuerza de Trabajo","Sexo: Hombres","Educación (Niveles agregados): Básico","2020",15.676,,,"Cobertura de la población: Excluye a la población institucional | Definición de población residente: Vive o tiene la intención de vivir en el país durante 12 meses o más"
"Malta","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta de la Fuerza de Trabajo","Sexo: Hombres","Educación (Niveles agregados): Intermedio","2020",13.867,,,"Cobertura de la población: Excluye a la población institucional | Definición de población residente: Vive o tiene la intención de vivir en el país durante 12 meses o más"
"Malta","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta de la Fuerza de Trabajo","Sexo: Hombres","Educación (Niveles agregados): Avanzado","2020",18.613,,,"Cobertura de la población: Excluye a la población institucional | Definición de población residente: Vive o tiene la intención de vivir en el país durante 12 meses o más"
"Malta","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta de la Fuerza de Trabajo","Sexo: Mujeres","Educación (Niveles agregados): Total","2020",44.804,,,"Cobertura de la población: Excluye a la población institucional | Definición de población residente: Vive o tiene la intención de vivir en el país durante 12 meses o más"
"Malta","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta de la Fuerza de Trabajo","Sexo: Mujeres","Educación (Niveles agregados): Básico","2020",12.565,,,"Cobertura de la población: Excluye a la población institucional | Definición de población residente: Vive o tiene la intención de vivir en el país durante 12 meses o más"
"Malta","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta de la Fuerza de Trabajo","Sexo: Mujeres","Educación (Niveles agregados): Intermedio","2020",12.302,,,"Cobertura de la población: Excluye a la población institucional | Definición de población residente: Vive o tiene la intención de vivir en el país durante 12 meses o más"
"Malta","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta de la Fuerza de Trabajo","Sexo: Mujeres","Educación (Niveles agregados): Avanzado","2020",19.937,,,"Cobertura de la población: Excluye a la población institucional | Definición de población residente: Vive o tiene la intención de vivir en el país durante 12 meses o más"
"Malasia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta de la Fuerza de Trabajo","Sexo: Hombres","Educación (Niveles agregados): Total","2020",36.7,,,"Período de referencia de los datos: Junio"
"Malasia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta de la Fuerza de Trabajo","Sexo: Hombres","Educación (Niveles agregados): Menos que básico","2020",1.4,,,"Período de referencia de los datos: Junio"
"Malasia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta de la Fuerza de Trabajo","Sexo: Hombres","Educación (Niveles agregados): Básico","2020",9.9,,,"Período de referencia de los datos: Junio"
"Malasia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta de la Fuerza de Trabajo","Sexo: Hombres","Educación (Niveles agregados): Intermedio","2020",19.6,,,"Período de referencia de los datos: Junio"
"Malasia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta de la Fuerza de Trabajo","Sexo: Hombres","Educación (Niveles agregados): Avanzado","2020",5.8,,,"Período de referencia de los datos: Junio"
"Malasia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta de la Fuerza de Trabajo","Sexo: Mujeres","Educación (Niveles agregados): Total","2020",12.5,,,"Período de referencia de los datos: Junio"
"Malasia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta de la Fuerza de Trabajo","Sexo: Mujeres","Educación (Niveles agregados): Menos que básico","2020",1,,,"Período de referencia de los datos: Junio"
"Malasia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta de la Fuerza de Trabajo","Sexo: Mujeres","Educación (Niveles agregados): Básico","2020",2.8,,,"Período de referencia de los datos: Junio"
"Malasia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta de la Fuerza de Trabajo","Sexo: Mujeres","Educación (Niveles agregados): Intermedio","2020",6.9,,,"Período de referencia de los datos: Junio"
"Malasia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta de la Fuerza de Trabajo","Sexo: Mujeres","Educación (Niveles agregados): Avanzado","2020",1.8,,,"Período de referencia de los datos: Junio"
"Noruega","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Empleo entre los inmigrantes","Sexo: Hombres","Educación (Niveles agregados): Total","2021",17.057,,,"Período de referencia de los datos: Cuarto trimestre"
"Noruega","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Empleo entre los inmigrantes","Sexo: Hombres","Educación (Niveles agregados): Menos que básico","2021",0.003,,,"Período de referencia de los datos: Cuarto trimestre"
"Noruega","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Empleo entre los inmigrantes","Sexo: Hombres","Educación (Niveles agregados): Básico","2021",0.314,,,"Período de referencia de los datos: Cuarto trimestre"
"Noruega","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Empleo entre los inmigrantes","Sexo: Hombres","Educación (Niveles agregados): Intermedio","2021",0.028,,,"Período de referencia de los datos: Cuarto trimestre"
"Noruega","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Empleo entre los inmigrantes","Sexo: Hombres","Educación (Niveles agregados): Avanzado","2021",1.453,,,"Período de referencia de los datos: Cuarto trimestre"
"Noruega","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Empleo entre los inmigrantes","Sexo: Hombres","Educación (Niveles agregados): Nivel desconocido","2021",15.259,,,"Período de referencia de los datos: Cuarto trimestre"
"Noruega","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Empleo entre los inmigrantes","Sexo: Mujeres","Educación (Niveles agregados): Total","2021",13.074,,,"Período de referencia de los datos: Cuarto trimestre"
"Noruega","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Empleo entre los inmigrantes","Sexo: Mujeres","Educación (Niveles agregados): Menos que básico","2021",0.018,,,"Período de referencia de los datos: Cuarto trimestre"
"Noruega","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Empleo entre los inmigrantes","Sexo: Mujeres","Educación (Niveles agregados): Básico","2021",0.308,,,"Período de referencia de los datos: Cuarto trimestre"
"Noruega","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Empleo entre los inmigrantes","Sexo: Mujeres","Educación (Niveles agregados): Intermedio","2021",0.037,,,"Período de referencia de los datos: Cuarto trimestre"
"Noruega","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Empleo entre los inmigrantes","Sexo: Mujeres","Educación (Niveles agregados): Avanzado","2021",1.347,,,"Período de referencia de los datos: Cuarto trimestre"
"Noruega","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Empleo entre los inmigrantes","Sexo: Mujeres","Educación (Niveles agregados): Nivel desconocido","2021",11.364,,,"Período de referencia de los datos: Cuarto trimestre"
"Noruega","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Empleo entre los inmigrantes","Sexo: Hombres","Educación (Niveles agregados): Total","2020",10.353,,,"Período de referencia de los datos: Cuarto trimestre | Cobertura de edad - edad mínima: 16 años"
"Noruega","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Empleo entre los inmigrantes","Sexo: Hombres","Educación (Niveles agregados): Menos que básico","2020",0.018,,,"Período de referencia de los datos: Cuarto trimestre | Cobertura de edad - edad mínima: 16 años"
"Noruega","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Empleo entre los inmigrantes","Sexo: Hombres","Educación (Niveles agregados): Básico","2020",0.57,,,"Período de referencia de los datos: Cuarto trimestre | Cobertura de edad - edad mínima: 16 años"
"Noruega","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Empleo entre los inmigrantes","Sexo: Hombres","Educación (Niveles agregados): Intermedio","2020",0.015,,,"Período de referencia de los datos: Cuarto trimestre | Cobertura de edad - edad mínima: 16 años"
"Noruega","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Empleo entre los inmigrantes","Sexo: Hombres","Educación (Niveles agregados): Avanzado","2020",1.326,,,"Período de referencia de los datos: Cuarto trimestre | Cobertura de edad - edad mínima: 16 años"
"Noruega","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Empleo entre los inmigrantes","Sexo: Hombres","Educación (Niveles agregados): Nivel desconocido","2020",8.424,,,"Período de referencia de los datos: Cuarto trimestre | Cobertura de edad - edad mínima: 16 años"
"Noruega","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Empleo entre los inmigrantes","Sexo: Mujeres","Educación (Niveles agregados): Total","2020",9.294,,,"Período de referencia de los datos: Cuarto trimestre | Cobertura de edad - edad mínima: 16 años"
"Noruega","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Empleo entre los inmigrantes","Sexo: Mujeres","Educación (Niveles agregados): Menos que básico","2020",0.022,,,"Período de referencia de los datos: Cuarto trimestre | Cobertura de edad - edad mínima: 16 años"
"Noruega","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Empleo entre los inmigrantes","Sexo: Mujeres","Educación (Niveles agregados): Básico","2020",0.471,,,"Período de referencia de los datos: Cuarto trimestre | Cobertura de edad - edad mínima: 16 años"
"Noruega","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Empleo entre los inmigrantes","Sexo: Mujeres","Educación (Niveles agregados): Intermedio","2020",0.017,,,"Período de referencia de los datos: Cuarto trimestre | Cobertura de edad - edad mínima: 16 años"
"Noruega","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Empleo entre los inmigrantes","Sexo: Mujeres","Educación (Niveles agregados): Avanzado","2020",1.473,,,"Período de referencia de los datos: Cuarto trimestre | Cobertura de edad - edad mínima: 16 años"
"Noruega","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Empleo entre los inmigrantes","Sexo: Mujeres","Educación (Niveles agregados): Nivel desconocido","2020",7.311,,,"Período de referencia de los datos: Cuarto trimestre | Cobertura de edad - edad mínima: 16 años"
"Noruega","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Empleo entre los inmigrantes","Sexo: Hombres","Educación (Niveles agregados): Total","2018",15.329,,,"Período de referencia de los datos: Cuarto trimestre | Cobertura de edad - edad mínima: 16 años"
"Noruega","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Empleo entre los inmigrantes","Sexo: Hombres","Educación (Niveles agregados): Menos que básico","2018",0.027,,,"Período de referencia de los datos: Cuarto trimestre | Cobertura de edad - edad mínima: 16 años"
"Noruega","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Empleo entre los inmigrantes","Sexo: Hombres","Educación (Niveles agregados): Básico","2018",1.119,,,"Período de referencia de los datos: Cuarto trimestre | Cobertura de edad - edad mínima: 16 años"
"Noruega","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Empleo entre los inmigrantes","Sexo: Hombres","Educación (Niveles agregados): Intermedio","2018",0.183,,,"Período de referencia de los datos: Cuarto trimestre | Cobertura de edad - edad mínima: 16 años"
"Noruega","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Empleo entre los inmigrantes","Sexo: Hombres","Educación (Niveles agregados): Avanzado","2018",2.293,,,"Período de referencia de los datos: Cuarto trimestre | Cobertura de edad - edad mínima: 16 años"
"Noruega","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Empleo entre los inmigrantes","Sexo: Hombres","Educación (Niveles agregados): Nivel desconocido","2018",11.707,,,"Período de referencia de los datos: Cuarto trimestre | Cobertura de edad - edad mínima: 16 años"
"Noruega","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Empleo entre los inmigrantes","Sexo: Mujeres","Educación (Niveles agregados): Total","2018",14.862,,,"Período de referencia de los datos: Cuarto trimestre | Cobertura de edad - edad mínima: 16 años"
"Noruega","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Empleo entre los inmigrantes","Sexo: Mujeres","Educación (Niveles agregados): Menos que básico","2018",0.07,,,"Período de referencia de los datos: Cuarto trimestre | Cobertura de edad - edad mínima: 16 años"
"Noruega","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Empleo entre los inmigrantes","Sexo: Mujeres","Educación (Niveles agregados): Básico","2018",1.16,,,"Período de referencia de los datos: Cuarto trimestre | Cobertura de edad - edad mínima: 16 años"
"Noruega","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Empleo entre los inmigrantes","Sexo: Mujeres","Educación (Niveles agregados): Intermedio","2018",0.192,,,"Período de referencia de los datos: Cuarto trimestre | Cobertura de edad - edad mínima: 16 años"
"Noruega","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Empleo entre los inmigrantes","Sexo: Mujeres","Educación (Niveles agregados): Avanzado","2018",2.682,,,"Período de referencia de los datos: Cuarto trimestre | Cobertura de edad - edad mínima: 16 años"
"Noruega","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Empleo entre los inmigrantes","Sexo: Mujeres","Educación (Niveles agregados): Nivel desconocido","2018",10.758,,,"Período de referencia de los datos: Cuarto trimestre | Cobertura de edad - edad mínima: 16 años"
"Nepal","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta de la Fuerza de Trabajo","Sexo: Hombres","Educación (Niveles agregados): Total","2017",3.998,,,"Período de referencia de los datos: Medio año | Cobertura de la población: Excluye a la población institucional | Cobertura de edad - edad mínima: 10 años"
"Nepal","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta de la Fuerza de Trabajo","Sexo: Hombres","Educación (Niveles agregados): Menos que básico","2017",2.044,,,"Período de referencia de los datos: Medio año | Cobertura de la población: Excluye a la población institucional | Cobertura de edad - edad mínima: 10 años"
"Nepal","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta de la Fuerza de Trabajo","Sexo: Hombres","Educación (Niveles agregados): Básico","2017",1.559,,,"Período de referencia de los datos: Medio año | Cobertura de la población: Excluye a la población institucional | Cobertura de edad - edad mínima: 10 años"
"Nepal","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta de la Fuerza de Trabajo","Sexo: Hombres","Educación (Niveles agregados): Intermedio","2017",0,,,"Período de referencia de los datos: Medio año | Cobertura de la población: Excluye a la población institucional | Cobertura de edad - edad mínima: 10 años"
"Nepal","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta de la Fuerza de Trabajo","Sexo: Hombres","Educación (Niveles agregados): Avanzado","2017",0.395,,,"Período de referencia de los datos: Medio año | Cobertura de la población: Excluye a la población institucional | Cobertura de edad - edad mínima: 10 años"
"Nepal","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta de la Fuerza de Trabajo","Sexo: Hombres","Educación (Niveles agregados): Nivel desconocido","2017",0,,,"Período de referencia de los datos: Medio año | Cobertura de la población: Excluye a la población institucional | Cobertura de edad - edad mínima: 10 años"
"Nepal","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta de la Fuerza de Trabajo","Sexo: Mujeres","Educación (Niveles agregados): Total","2017",0.814,,,"Período de referencia de los datos: Medio año | Cobertura de la población: Excluye a la población institucional | Cobertura de edad - edad mínima: 10 años"
"Nepal","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta de la Fuerza de Trabajo","Sexo: Mujeres","Educación (Niveles agregados): Menos que básico","2017",0,,,"Período de referencia de los datos: Medio año | Cobertura de la población: Excluye a la población institucional | Cobertura de edad - edad mínima: 10 años"
"Nepal","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta de la Fuerza de Trabajo","Sexo: Mujeres","Educación (Niveles agregados): Básico","2017",0.419,,,"Período de referencia de los datos: Medio año | Cobertura de la población: Excluye a la población institucional | Cobertura de edad - edad mínima: 10 años"
"Nepal","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta de la Fuerza de Trabajo","Sexo: Mujeres","Educación (Niveles agregados): Intermedio","2017",0,,,"Período de referencia de los datos: Medio año | Cobertura de la población: Excluye a la población institucional | Cobertura de edad - edad mínima: 10 años"
"Nepal","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta de la Fuerza de Trabajo","Sexo: Mujeres","Educación (Niveles agregados): Avanzado","2017",0.395,,,"Período de referencia de los datos: Medio año | Cobertura de la población: Excluye a la población institucional | Cobertura de edad - edad mínima: 10 años"
"Nepal","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta de la Fuerza de Trabajo","Sexo: Mujeres","Educación (Niveles agregados): Nivel desconocido","2017",0,,,"Período de referencia de los datos: Medio año | Cobertura de la población: Excluye a la población institucional | Cobertura de edad - edad mínima: 10 años"
"Filipinas","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM-ROC - Registros administrativos de la Oficina de Empleo Local, Departamento de Trabajo y Empleo","Sexo: Hombres","Educación (Niveles agregados): Total","2020",82.435,,,"Cobertura de la población: Incluye a los extranjeros | Definición de población residente: Vive en el país durante más de 6 meses | Cobertura del grupo de referencia: Asalariados"
"Filipinas","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM-ROC - Registros administrativos de la Oficina de Empleo Local, Departamento de Trabajo y Empleo","Sexo: Hombres","Educación (Niveles agregados): Básico","2020",7.14,,,"Cobertura de la población: Incluye a los extranjeros | Definición de población residente: Vive en el país durante más de 6 meses | Cobertura del grupo de referencia: Asalariados"
"Filipinas","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM-ROC - Registros administrativos de la Oficina de Empleo Local, Departamento de Trabajo y Empleo","Sexo: Hombres","Educación (Niveles agregados): Intermedio","2020",63.95,,,"Cobertura de la población: Incluye a los extranjeros | Definición de población residente: Vive en el país durante más de 6 meses | Cobertura del grupo de referencia: Asalariados"
"Filipinas","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM-ROC - Registros administrativos de la Oficina de Empleo Local, Departamento de Trabajo y Empleo","Sexo: Hombres","Educación (Niveles agregados): Avanzado","2020",11.345,,,"Cobertura de la población: Incluye a los extranjeros | Definición de población residente: Vive en el país durante más de 6 meses | Cobertura del grupo de referencia: Asalariados"
"Filipinas","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM-ROC - Registros administrativos de la Oficina de Empleo Local, Departamento de Trabajo y Empleo","Sexo: Mujeres","Educación (Niveles agregados): Total","2020",24.174,,,"Cobertura de la población: Incluye a los extranjeros | Definición de población residente: Vive en el país durante más de 6 meses | Cobertura del grupo de referencia: Asalariados"
"Filipinas","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM-ROC - Registros administrativos de la Oficina de Empleo Local, Departamento de Trabajo y Empleo","Sexo: Mujeres","Educación (Niveles agregados): Básico","2020",1.954,,,"Cobertura de la población: Incluye a los extranjeros | Definición de población residente: Vive en el país durante más de 6 meses | Cobertura del grupo de referencia: Asalariados"
"Filipinas","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM-ROC - Registros administrativos de la Oficina de Empleo Local, Departamento de Trabajo y Empleo","Sexo: Mujeres","Educación (Niveles agregados): Intermedio","2020",19.65,,,"Cobertura de la población: Incluye a los extranjeros | Definición de población residente: Vive en el país durante más de 6 meses | Cobertura del grupo de referencia: Asalariados"
"Filipinas","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM-ROC - Registros administrativos de la Oficina de Empleo Local, Departamento de Trabajo y Empleo","Sexo: Mujeres","Educación (Niveles agregados): Avanzado","2020",2.57,,,"Cobertura de la población: Incluye a los extranjeros | Definición de población residente: Vive en el país durante más de 6 meses | Cobertura del grupo de referencia: Asalariados"
"Eslovaquia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Encuesta estadística y demográfica sobre las migraciones, Oficina de las Estadísticas","Sexo: Hombres","Educación (Niveles agregados): Total","2021",1.043,,,"Institución que produce los datos: Oficina Nacional de Estadística | Período de referencia de los datos: Fin de año | Cobertura de sectores institucionales: Sector público únicamente"
"Eslovaquia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Encuesta estadística y demográfica sobre las migraciones, Oficina de las Estadísticas","Sexo: Hombres","Educación (Niveles agregados): Menos que básico","2021",0.001,,,"Institución que produce los datos: Oficina Nacional de Estadística | Período de referencia de los datos: Fin de año | Cobertura de sectores institucionales: Sector público únicamente"
